SurveyTypeID,SurveyTypeDesc,,SurveyID,NumCyclesQ3,QID,TrendQID,NatlDbQID,QAlphaID,Qdesc,SurvInstrumentCategory,RptCategory
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19212,19212,5865,H2J,"During this stay, how often did the staff explain things in a way you or your loved one could understand?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19213,15763,15763,H2CR,"During this stay, how often did the staff show respect for what you or your loved one had to say?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19214,15764,15764,H2AT,"During this stay, how often did the staff spend enough time with you or your loved one? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19215,15765,15765,H6DB,"During this stay, how often did you feel your loved one was safe with the staff who provided treatment?  ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19217,15767,15933,Y4AN,"During this stay, were you or your loved one told what side effects of those medicines to watch for? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19219,15770,15935,Y11A,"Before leaving the facility, were you or your loved one told about self-help, support groups or local resources?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19220,15771,15936,Y11B,"Before leaving the facility, were you or your loved one given information about different kinds of treatment that are available?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19221,15772,15937,Y11C,"Before leaving the facility, were you or your loved one given as much information as you wanted about what you could do to manage your loved one’s condition? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19222,15773,15938,Y11D,"During this stay, were you or your loved one given information about your rights as a patient? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19227,19227,15784,H11C,"During this stay, how much was your loved one helped by the treatment provided?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,24908,24908,15575,,"During this stay, as far as you know, did anyone your loved one went to for treatment share information with others that should have been kept private?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,23506,15766,14527,SC4AN,"During this stay, did your loved one take any prescription medicines as part of treatment? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,23507,23507,23507,,"During this stay, did anyone include you in your loved one’s treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,23508,23508,14535,Y11M,"During this stay, did you or your loved one feel you could refuse a specific type of medicine or treatment? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,23509,15776,14538,SC11R,"Does your loved one’s language, race, religion, ethnic background or culture make any difference in the kind of treatment he or she needs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,23510,23510,14539,Y11R,"During this stay, was the care your loved one received responsive to those needs? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19228,19228,5885,H30,"Using any number from 0 to 10, where 0 is the worst treatment possible and 10 is the best treatment possible, what number would you use to rate all of your loved one’s treatment during this stay? ",Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,15778,5886,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15761,15761,5864,H2O,"During your stay, how often did the staff listen carefully to you?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15762,15762,5865,H2J,"During your stay, how often did the staff explain things in a way you could understand?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15763,15763,15763,H2CR,"During your stay, how often did the staff show respect for what you had to say?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15764,15764,15764,H2AT,"During your stay, how often did the staff spend enough time with you?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15765,15765,15765,H6DB,"During your stay, how often did you feel safe when you were with the staff who provided your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15767,15767,15933,Y4AN,"During your stay, were you told what side effects of those medicines to watch for?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15768,15768,15768,H2ZT,"During your stay, how often were you involved as much as you wanted in your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15769,15769,15934,Y4NC,"During your stay, did anyone talk to you about whether to include your family or friends in your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15770,15770,15935,Y11A,"Before you left the facility, were you told about self-help or support groups, such as consumer-run groups or 12-step programs?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15771,15771,15936,Y11B,"Before you left the facility, were you given information about different kinds of counseling or treatment that are available?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15772,15772,15937,Y11C,"Before you left the facility, were you given as much information as you wanted about what you could do to manage your condition?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15773,15773,15938,Y11D,"During your stay, were you given information about your rights as a patient?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15774,15774,14535,Y11M,"During your stay, did you feel you could refuse a specific type of medicine or treatment?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15775,15775,15939,Y4BN,"During your stay, as far as you know, did anyone you went to for counseling or treatment share information with others that should have been kept private?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15777,15777,14539,Y11R,"During your stay, was the care you received responsive to those needs?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15784,15784,15784,H11C,"During your stay, how much were you helped by the counseling or treatment you got?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15785,5885,5885,H30,"Using any number from 0 to 10, where 0 is the worst counseling or treatment possible and 10 is the best counseling or treatment possible, what number would you use to rate all your counseling or treatment?",Overall Rating,Overall Rating
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,2015,1,15778,5886,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2179,1,20657,20657,19431,H3DB,"In the last 12 months, how often did this provider seem informed and up-to-date about the care you got from specialists?",Attention to Care from Other Providers (PCMH),PCMH - Coordination of Care
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2179,1,20661,20661,20661,Y4AM1,"In the last 12 months, did you and anyone in this provider’s office talk at each visit about all the prescription medicines you were taking?",Attention to Care from Other Providers (PCMH),PCMH - Coordination of Care
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2179,1,20657,20657,19431,H3DB,"In the last 12 months, how often did this provider seem informed and up-to-date about the care you got from specialists?",Attention to Care from Other Providers (PCMH),Attention to Care from Other Providers (PCMH)
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2179,1,20661,20661,20661,Y4AM1,"In the last 12 months, did you and anyone in this provider’s office talk at each visit about all the prescription medicines you were taking?",Attention to Care from Other Providers (PCMH),Attention to Care from Other Providers (PCMH)
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2179,1,20801,14091,14091,H4FC,"In the last 12 months, when this provider ordered a blood test, x-ray or other test for you, how often did someone from this provider's office follow up to give you those results?",Follow-up on Test Results,PCMH - Coordination of Care
